method,scenario,seed,station_id,cdd_obs,cdd_pred,cdd_abs_error,mean_dry_obs,mean_dry_pred,mean_dry_abs_error,p95_dry_obs,p95_dry_pred,p95_dry_abs_error,n_dry_spells_obs,n_dry_spells_pred
knn,10pct,deterministic,17704,44.0,28.0,16.0,5.162983425414365,3.6806167400881056,1.4823666853262591,17.0,10.349999999999966,6.650000000000034,362,454
knn,10pct,deterministic,17748,44.0,23.0,21.0,5.156424581005586,3.5450643776824036,1.6113602033231826,17.149999999999977,9.75,7.399999999999977,358,466
knn,10pct,deterministic,17750,48.0,45.0,3.0,5.701807228915663,3.962962962962963,1.7388442659527001,19.44999999999999,12.0,7.449999999999989,332,432
knn,20pct,deterministic,17155,45.0,18.0,27.0,5.338888888888889,2.827205882352941,2.5116830065359474,17.0,8.0,9.0,360,544
knn,20pct,deterministic,17704,44.0,23.0,21.0,5.162983425414365,2.864406779661017,2.298576645753348,17.0,8.0,9.0,362,531
knn,20pct,deterministic,17748,44.0,26.0,18.0,5.156424581005586,2.8697318007662833,2.286692780239303,17.149999999999977,9.0,8.149999999999977,358,522
knn,20pct,deterministic,17750,48.0,19.0,29.0,5.701807228915663,2.962962962962963,2.7388442659527,19.44999999999999,8.0,11.449999999999989,332,513
linear,10pct,deterministic,17155,45.0,45.0,0.0,5.338888888888889,5.428571428571429,0.08968253968254025,17.0,17.0,0.0,360,350
linear,10pct,deterministic,17704,44.0,44.0,0.0,5.162983425414365,5.101092896174864,0.06189052923950111,17.0,16.75,0.25,362,366
linear,10pct,deterministic,17748,44.0,44.0,0.0,5.156424581005586,5.185915492957746,0.029490911952160026,17.149999999999977,18.0,0.8500000000000227,358,355
linear,10pct,deterministic,17750,48.0,48.0,0.0,5.701807228915663,5.632530120481928,0.06927710843373536,19.44999999999999,18.44999999999999,1.0,332,332
linear,20pct,deterministic,17155,45.0,45.0,0.0,5.338888888888889,5.098360655737705,0.240528233151184,17.0,17.0,0.0,360,366
linear,20pct,deterministic,17704,44.0,44.0,0.0,5.162983425414365,4.9361702127659575,0.22681321264840726,17.0,16.25,0.75,362,376
linear,20pct,deterministic,17748,44.0,44.0,0.0,5.156424581005586,5.111111111111111,0.04531346989447549,17.149999999999977,18.0,0.8500000000000227,358,360
linear,20pct,deterministic,17750,48.0,45.0,3.0,5.701807228915663,5.40406976744186,0.29773746147380287,19.44999999999999,17.849999999999966,1.6000000000000227,332,344
linear,block30d,deterministic,17155,45.0,45.0,0.0,5.338888888888889,6.147058823529412,0.8081699346405236,17.0,21.75,4.75,360,306
linear,block30d,deterministic,17704,44.0,44.0,0.0,5.162983425414365,6.029315960912052,0.866332535497687,17.0,22.0,5.0,362,307
linear,block30d,deterministic,17748,44.0,55.0,11.0,5.156424581005586,5.967320261437909,0.8108956804323224,17.149999999999977,22.5,5.350000000000023,358,306
linear,block30d,deterministic,17750,48.0,48.0,0.0,5.701807228915663,6.526132404181185,0.8243251752655221,19.44999999999999,26.0,6.550000000000011,332,287
linear,block7d,deterministic,17155,45.0,43.0,2.0,5.338888888888889,5.4169096209912535,0.07802073210236493,17.0,17.0,0.0,360,343
linear,block7d,deterministic,17704,44.0,43.0,1.0,5.162983425414365,5.284883720930233,0.1219002955158679,17.0,19.0,2.0,362,344
linear,block7d,deterministic,17748,44.0,44.0,0.0,5.156424581005586,5.328402366863905,0.1719777858583189,17.149999999999977,18.299999999999955,1.1499999999999773,358,338
